1	0.093000
2	0.187000
3	0.281000
4	0.375000
5	0.476000
6	0.563000
7	0.802000
8	0.750000
9	0.854000
10	0.941000
11	1.034000
12	1.135000
13	1.237000
14	1.331000
15	1.561000
16	1.516000
17	1.611000
18	1.892000
19	1.799000
20	1.895000
21	2.012000
22	2.080000
23	2.162000
24	2.266000
25	2.356000
26	2.454000
27	2.595000
28	2.625000
29	2.732000
30	2.838000
31	2.950000
32	3.024000
33	3.128000
34	3.239000
35	3.431000
36	3.415000
37	3.493000
38	3.759000
39	3.708000
40	3.914000
41	3.909000
42	4.240000
43	4.063000
44	4.170000
45	4.258000
46	4.347000
47	4.431000
48	4.768000
49	4.919000
50	4.771000
51	4.818000
52	5.169000
53	5.022000
54	5.128000
55	5.195000
56	5.313000
57	5.399000
58	5.459000
59	5.647000
60	5.706000
61	5.810000
62	5.888000
63	6.215000
64	6.065000
65	6.157000
66	6.806000
67	6.426000
68	6.583000
69	6.560000
70	6.629000
71	6.719000
72	6.842000
73	7.347000
74	7.007000
75	7.098000
76	8.265000
77	7.442000
78	7.503000
79	8.258000
80	7.747000
81	7.936000
82	8.005000
83	8.036000
84	8.191000
85	8.280000
86	8.323000
87	8.455000
88	8.641000
89	8.746000
90	8.796000
91	8.804000
92	9.217000
93	9.115000
94	9.392000
95	9.321000
96	9.330000
97	9.415000
98	9.539000
99	9.640000
100	9.706000
101	9.760000
102	10.472000
103	10.080000
104	10.080000
105	10.895000
106	10.308000
107	10.425000
108	11.596000
109	10.612000
110	10.704000
111	11.097000
112	10.958000
113	11.055000
114	11.102000
115	12.219000
116	11.350000
117	11.455000
118	12.990000
119	11.519000
120	11.591000
121	11.746000
122	11.813000
123	12.075000
124	11.998000
125	13.077000
126	12.239000
127	13.040000
128	12.789000
129	12.556000
130	13.002000
131	13.288000
132	14.773000
133	12.932000
134	13.162000
135	13.195000
136	13.500000
137	13.491000
138	13.870000
139	14.936000
140	13.653000
141	13.804000
142	14.006000
143	15.699000
144	16.737000
145	14.310000
146	14.360000
147	14.499000
148	15.490000
149	14.381000
150	14.644000
151	14.766000
152	15.950000
153	15.112000
154	15.000000
155	15.362000
156	15.664000
157	15.413000
158	16.435000
159	16.090000
160	16.851000
161	15.529000
162	15.908000
163	16.441000
164	17.128000
165	16.072000
166	16.137000
167	16.384000
168	17.817000
169	16.633000
170	16.607000
171	16.731000
172	17.787000
173	16.880000
174	16.996000
175	17.596000
176	18.663000
177	17.210000
178	17.362000
179	17.349000
180	17.575000
181	17.585000
182	17.708000
183	18.267000
184	17.960000
185	18.920000
186	18.081000
187	18.089000
188	18.269000
189	18.321000
190	18.444000
191	18.757000
192	18.540000
193	18.771000
194	20.226000
195	18.969000
196	20.174000
197	19.047000
198	19.829000
199	21.274000
200	19.349000
201	19.538000
202	19.575000
203	19.870000
204	21.546000
205	19.960000
206	20.423000
207	20.489000
208	20.307000
209	22.156000
210	20.461000
211	20.531000
212	20.600000
213	21.399000
214	22.224000
215	21.340000
216	21.195000
217	21.047000
218	21.156000
219	21.435000
220	21.513000
221	21.811000
222	21.562000
223	22.202000
224	23.386000
225	23.085000
226	22.093000
227	21.989000
228	22.427000
229	24.593000
230	23.246000
231	22.474000
232	22.457000
233	22.699000
234	23.968000
235	23.799000
236	23.068000
237	23.037000
238	23.220000
239	23.615000
240	25.274000
241	23.379000
242	23.502000
243	23.532000
244	23.704000
245	25.599000
246	23.804000
247	23.805000
248	24.147000
249	24.130000
250	24.137000
251	25.153000
252	26.296000
253	25.029000
254	24.610000
255	24.786000
256	24.851000
257	24.959000
258	26.291000
259	25.072000
260	25.157000
261	25.420000
262	26.433000
263	26.206000
264	28.006000
265	26.539000
266	26.019000
267	26.040000
268	26.010000
269	26.084000
270	27.782000
271	28.946000
272	26.370000
273	26.710000
274	27.137000
275	26.705000
276	26.794000
277	27.602000
278	27.384000
279	27.384000
280	27.082000
281	27.067000
282	27.351000
283	27.371000
284	28.501000
285	29.218000
286	28.495000
287	27.949000
288	27.949000
289	28.048000
290	28.013000
291	29.913000
292	28.221000
293	30.537000
294	28.989000
295	28.524000
296	28.672000
297	28.855000
298	28.673000
299	28.952000
300	30.650000
301	32.415000
302	30.828000
303	29.333000
304	30.129000
305	29.960000
306	29.667000
307	29.665000
308	29.758000
309	31.694000
310	31.160000
311	30.456000
312	31.290000
313	31.497000
314	30.528000
315	31.444000
316	31.179000
317	31.291000
318	30.647000
319	31.022000
320	32.521000
321	32.130000
322	31.054000
323	31.209000
324	31.753000
325	32.141000
326	32.273000
327	32.062000
328	32.769000
329	33.035000
330	34.150000
331	33.687000
332	33.866000
333	33.682000
334	32.453000
335	32.824000
336	32.511000
337	32.446000
338	32.808000
339	32.704000
340	33.115000
341	33.363000
342	34.021000
343	36.033000
344	34.162000
345	33.549000
346	33.348000
347	33.860000
348	34.694000
349	33.966000
350	34.069000
351	35.478000
352	35.533000
353	34.136000
354	34.962000
355	35.442000
356	36.481000
357	35.886000
358	34.766000
359	34.882000
360	34.722000
361	34.846000
362	37.850000
363	34.962000
364	36.935000
365	36.441000
366	37.261000
367	35.834000
368	35.516000
369	35.854000
370	36.451000
371	37.117000
372	37.323000
373	38.048000
374	38.439000
375	36.253000
376	40.055000
377	38.794000
378	36.529000
379	36.726000
380	36.834000
381	36.894000
382	36.818000
383	39.234000
384	37.893000
385	38.207000
386	37.305000
387	38.596000
388	39.043000
389	38.354000
390	38.917000
391	37.715000
392	40.644000
393	38.010000
394	38.058000
395	40.602000
396	38.260000
397	38.306000
398	39.695000
399	43.183000
400	40.926000
401	39.336000
402	40.365000
403	42.580000
404	40.817000
405	43.146000
406	41.246000
407	39.285000
408	40.624000
409	40.022000
410	41.661000
411	40.327000
412	41.471000
413	39.988000
414	41.151000
415	40.792000
416	40.083000
417	44.692000
418	40.777000
419	40.980000
420	44.112000
421	41.030000
422	40.744000
423	41.150000
424	40.933000
425	41.359000
426	42.178000
427	44.171000
428	41.628000
429	41.836000
430	42.292000
431	41.874000
432	42.262000
433	41.978000
434	41.956000
435	43.147000
436	43.193000
437	42.447000
438	42.481000
439	45.610000
440	43.576000
441	44.031000
442	43.408000
443	42.784000
444	42.774000
445	48.510000
446	43.336000
447	42.895000
448	46.047000
449	44.755000
450	45.801000
451	46.379000
452	44.974000
453	44.582000
454	44.443000
455	44.973000
456	45.997000
457	45.595000
458	46.025000
459	45.152000
460	45.136000
461	46.238000
462	45.737000
463	47.670000
464	46.798000
465	46.810000
466	44.971000
467	46.339000
468	45.212000
469	45.327000
470	45.165000
471	45.310000
472	48.698000
473	46.796000
474	48.223000
475	47.298000
476	49.360000
477	47.866000
478	48.017000
479	49.586000
480	48.245000
481	47.891000
482	50.472000
483	49.378000
484	50.451000
485	49.925000
486	49.030000
487	49.866000
488	49.766000
489	52.044000
490	49.371000
491	47.404000
492	47.664000
493	47.394000
494	50.941000
495	49.843000
496	49.242000
497	49.083000
498	48.995000
499	52.104000
500	50.950000
501	50.661000
502	49.705000
503	48.415000
504	48.839000
505	48.650000
506	52.894000
507	54.883000
508	51.192000
509	50.194000
510	51.550000
511	50.794000
512	52.378000
513	55.759000
514	55.531000
515	51.263000
516	50.925000
517	50.869000
518	51.434000
519	50.829000
520	53.079000
521	54.309000
522	51.566000
523	51.233000
524	51.244000
525	51.715000
526	52.950000
527	53.195000
528	53.180000
529	52.538000
530	54.047000
531	52.910000
532	55.779000
533	55.329000
534	51.673000
535	55.672000
536	55.579000
537	53.948000
538	52.790000
539	53.075000
540	53.380000
541	55.174000
542	54.906000
543	59.487000
544	56.627000
545	56.730000
546	57.228000
547	53.873000
548	53.664000
549	54.189000
550	56.047000
551	57.243000
552	53.218000
553	53.748000
554	53.919000
555	55.519000
556	57.114000
557	56.092000
558	53.660000
559	54.185000
560	53.826000
561	60.317000
562	59.206000
563	57.230000
564	55.469000
565	56.371000
566	56.966000
567	60.110000
568	59.971000
569	55.929000
570	55.318000
571	55.042000
572	61.379000
573	60.764000
574	57.113000
575	59.243000
576	57.599000
577	57.785000
578	57.280000
579	60.896000
580	56.482000
581	59.585000
582	58.672000
583	60.905000
584	59.071000
585	58.520000
586	58.760000
587	62.127000
588	58.828000
589	62.654000
590	56.690000
591	57.916000
592	61.522000
593	63.339000
594	60.760000
595	59.037000
596	60.708000
597	60.558000
598	60.360000
599	66.172000
600	66.046000
601	60.451000
602	59.108000
603	71.989000
604	65.701000
605	66.480000
606	59.867000
607	58.977000
608	63.991000
609	64.909000
610	61.520000
611	61.041000
612	62.516000
613	64.377000
614	63.785000
615	62.322000
616	63.493000
617	64.252000
618	60.186000
619	60.040000
620	60.469000
621	60.344000
622	60.680000
623	60.914000
624	67.159000
625	65.336000
626	66.088000
627	65.522000
628	61.957000
629	63.584000
630	65.239000
631	64.709000
632	65.392000
633	65.760000
634	65.039000
635	64.317000
636	64.194000
637	64.255000
638	63.955000
639	64.569000
640	63.084000
641	63.805000
642	67.084000
643	68.118000
644	64.869000
645	64.380000
646	65.318000
647	65.400000
648	68.644000
649	65.862000
650	68.569000
651	65.056000
652	65.814000
653	65.894000
654	65.594000
655	70.121000
656	68.019000
657	64.516000
658	70.373000
659	67.372000
660	65.435000
661	65.388000
662	67.400000
663	65.344000
664	69.967000
665	72.602000
666	67.062000
667	68.286000
668	69.947000
669	67.357000
670	72.427000
671	83.218000
672	76.473000
673	77.300000
674	67.692000
675	66.398000
676	71.314000
677	83.771000
678	90.434000
679	68.775000
680	71.148000
681	67.383000
682	68.357000
683	67.013000
684	67.271000
685	65.960000
686	71.346000
687	69.768000
688	68.736000
689	69.584000
690	69.533000
691	68.547000
692	70.488000
693	69.635000
694	68.226000
695	68.681000
696	68.015000
697	68.205000
698	69.130000
699	75.202000
700	70.014000
701	72.738000
702	70.426000
703	70.935000
704	71.674000
705	75.022000
706	68.768000
707	68.987000
708	70.869000
709	69.866000
710	69.691000
711	70.221000
712	77.651000
713	72.835000
714	71.710000
715	71.276000
716	72.954000
717	72.734000
718	76.186000
719	74.586000
720	72.091000
721	71.815000
722	73.287000
723	73.668000
724	76.623000
725	73.017000
726	78.504000
727	71.919000
728	74.013000
729	74.070000
730	73.801000
731	73.640000
732	73.866000
733	77.234000
734	76.697000
735	73.437000
736	74.417000
737	72.951000
738	74.231000
739	74.759000
740	77.761000
741	77.623000
742	74.585000
743	73.951000
744	76.305000
745	75.314000
746	76.196000
747	75.022000
748	79.468000
749	76.550000
750	76.706000
751	74.443000
752	73.524000
753	88.777000
754	87.160000
755	74.962000
756	75.072000
757	77.118000
758	75.737000
759	78.797000
760	75.001000
761	79.535000
762	89.347000
763	88.928000
764	77.060000
765	88.463000
766	100.940000
767	87.098000
768	80.456000
769	79.156000
770	86.885000
771	85.264000
772	76.008000
773	78.522000
774	82.713000
775	93.667000
776	95.154000
777	102.136000
778	78.166000
